Brand,Source,Status,Relevance,Origin,Holder,Holder Country,Number,App. Date,Image class,Nice CI.,Image
ЛИНЕФЛОРУМ,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «JS Consulting»,KZ,94248,2019-12-18,,"5, 7",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94248&IMG=42/48/94248-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
FLUSPECZA,KZ TM,Active,8,KZ,ПРОТЕИН САЙЕНСИЗ КОРПОРЕЙШН,,94247,2019-12-18,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94247&IMG=42/47/94247-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Rivoksar,KZ TM,Active,8,KZ,Абди Ибрахим Илач Санайи ве Тиджарет Аноним Ширкети,TR,94246,2019-12-18,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94246&IMG=42/46/94246-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
POLISH HEAT,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Автоматические Кот...,KZ,94245,2019-12-18,"VC.26.01, VC.26.02, VC.26.03, VC.26.04, VC.26.05, VC.26.07, VC.26.11, VC.26.13, VC.26.15, VC.26.12, VC.26.08, VC.26.06, VC.26.09, VC.26.10","13, 37, 41",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94245&IMG=42/45/94245-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Pulsar Irrigation,KZ TM,Active,8,KZ,СП ООО «SILVERLEAFE BMB AGRO TRADE GROUP»,UZ,94268,2019-12-18,,"13, 39, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94268&IMG=42/68/94268-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
SILVERLEAFE AGRICULTURE,KZ TM,Active,8,KZ,СП ООО «SILVERLEAFE BMB AGRO TRADE GROUP»,UZ,94267,2019-12-18,,"24, 25, 27",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94267&IMG=42/67/94267-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
КРАН KRAN,KZ TM,Active,8,KZ,"Индивидуальный предприниматель «Kran», Баймуханов Актан Нуртаеви...",KZ,94266,2019-12-18,,37,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94266&IMG=42/66/94266-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
СОЛАТЕНОЛ,KZ TM,Active,8,KZ,СИНГЕНТА ПАРТИСИПАТИОНС АГ,CH,94264,2019-12-18,,"3, 7",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94264&IMG=42/64/94264-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
cost C B BACK,KZ TM,Active,8,KZ,Шорманбаев Амангельды Сергеевич,KZ,94257,2019-12-18,"VC.26.01, VC.26.02, VC.26.03, VC.26.05, VC.26.07, VC.26.11, VC.26.13, VC.26.15, VC.26.12, VC.26.08, VC.26.06, VC.26.09, VC.26.04, VC.26.10, VC.24.15, VC.29.01","37, 38, 40",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94257&IMG=42/57/94257-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
BhB system,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «АВЗ»,KZ,94256,2019-12-18,"VC.26.01, VC.26.02, VC.26.03, VC.26.05, VC.26.07, VC.26.11, VC.26.13, VC.26.15, VC.26.12, VC.26.08, VC.26.06, VC.26.09, VC.26.04, VC.26.10","13, 37, 39",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94256&IMG=42/56/94256-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
DH Dio Hotei,KZ TM,Active,8,KZ,"Индивидуальный предприниматель «Dio Hotei», Пырлик Дмитрий Никол...",KZ,94251,2019-12-18,VC.27.05,"21, 37, 39",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94251&IMG=42/51/94251-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
EMC Euro Market Complete set,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Евро Маркет Компле...,KZ,94250,2019-12-18,,"8, 21, 22, 37, 42",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94250&IMG=42/50/94250-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Fire Bat,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Friends Brewery»,KZ,94255,2019-12-18,"VC.01.11, VC.01.07","31, 34, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94255&IMG=42/55/94255-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ASIMAKI,KZ TM,Active,8,KZ,"Индивидуальный предприниматель «Кокатаева А.А.», Кокатаева Айгул...",KZ,94254,2019-12-18,"VC.08.01, VC.08.03, VC.08.07, VC.26.02, VC.26.03, VC.26.04, VC.26.05, VC.26.07, VC.26.11, VC.26.13, VC.26.15, VC.26.12, VC.26.08, VC.26.06, VC.08.02, VC.26.09, VC.27.05, VC.26.10, VC.08.05, VC.26.01","37, 41, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94254&IMG=42/54/94254-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
МЕБЕЛЬНЫЙ МАГАЗИН ПЛАНЕТА МЕБЕЛИ,KZ TM,Active,8,KZ,Индивидуальный предприниматель Рахматулла Асылжан Бахтиярұлы,KZ,94253,2019-12-18,VC.24.15,"22, 37, 39",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94253&IMG=42/53/94253-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
IQOS SWITCH,KZ TM,Active,8,KZ,Филип Моррис Продактс С.А.,CH,94284,2019-12-18,,"37, 38, 39",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94284&IMG=42/84/94284-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
COOL FLOW,KZ TM,Active,8,KZ,Бритиш Американ Тобакко (Брэндз) Лимитед,GB,94283,2019-12-18,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94283&IMG=42/83/94283-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
SLOW BURN,KZ TM,Active,8,KZ,Бритиш Американ Тобакко (Брэндз) Лимитед,GB,94282,2019-12-18,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94282&IMG=42/82/94282-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
STEAMED LEAF,KZ TM,Active,8,KZ,Бритиш Американ Тобакко (Брэндз) Лимитед,GB,94281,2019-12-18,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94281&IMG=42/81/94281-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Happy Travel,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Happy Travel.kz»,KZ,94286,2019-12-18,,"37, 41, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94286&IMG=42/86/94286-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
WHITE BLEND,KZ TM,Active,8,KZ,Бритиш Американ Тобакко (Брэндз) Лимитед,GB,94285,2019-12-18,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94285&IMG=42/85/94285-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
BioDIVE Dive into your biological data,KZ TM,Active,8,KZ,Филип Моррис Продактс С.А.,CH,94279,2019-12-18,,44,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94279&IMG=42/79/94279-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
WHITE LEAF,KZ TM,Active,8,KZ,Бритиш Американ Тобакко (Брэндз) Лимитед,GB,94278,2019-12-18,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94278&IMG=42/78/94278-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
COOL TIP,KZ TM,Active,8,KZ,Бритиш Американ Тобакко (Брэндз) Лимитед,GB,94273,2019-12-18,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94273&IMG=42/73/94273-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Capsule Capsule,KZ TM,Active,8,KZ,Бритиш Американ Тобакко (Брэндз) Лимитед,GB,94272,2019-12-18,VC.27.05,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94272&IMG=42/72/94272-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
LINEFLORUM,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «JS Consulting»,KZ,94271,2019-12-18,,"5, 7",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94271&IMG=42/71/94271-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
XTEND FILTER,KZ TM,Active,8,KZ,Бритиш Американ Тобакко (Брэндз) Лимитед,GB,94277,2019-12-18,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94277&IMG=42/77/94277-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
COOLIT,KZ TM,Active,8,KZ,Бритиш Американ Тобакко (Брэндз) Лимитед,GB,94276,2019-12-18,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94276&IMG=42/76/94276-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
PRESS & ROLL,KZ TM,Active,8,KZ,Бритиш Американ Тобакко (Брэндз) Лимитед,GB,94275,2019-12-18,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94275&IMG=42/75/94275-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
WORLD OF WHITE,KZ TM,Active,8,KZ,Бритиш Американ Тобакко (Брэндз) Лимитед,GB,94274,2019-12-18,VC.01.13,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94274&IMG=42/74/94274-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Nice hostel,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Nice Hostel»,KZ,94240,2019-12-13,,"37, 41, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94240&IMG=42/40/94240-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Изображение,KZ TM,Active,8,KZ,Акционерное общество «Химфарм»,KZ,94241,2019-12-13,"VC.02.03, VC.02.05, VC.02.07, VC.02.09, VC.02.04, VC.02.06, VC.02.02, VC.02.11, VC.02.10, VC.02.01","7, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94241&IMG=42/41/94241-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
TEREA,KZ TM,Active,8,KZ,Филип Морррис Продактс С.А.,CH,94237,2019-12-13,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94237&IMG=42/37/94237-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
IQOS ILUMA,KZ TM,Active,8,KZ,Филип Моррис Продактс С.А.,CH,94236,2019-12-13,,"11, 36",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94236&IMG=42/36/94236-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ILUMA,KZ TM,Active,8,KZ,Филип Моррис Продактс С.А.,CH,94234,2019-12-13,,"11, 36",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94234&IMG=42/34/94234-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Мирас,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Tea House» (Ти Хау...,KZ,94233,2019-12-13,,"32, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94233&IMG=42/33/94233-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ТУАЛЕТНЕ КАЧЕНЯ,KZ TM,Active,8,KZ,Дак Глобал Лайсензинг АГ (Дак Глобал Лайсензинг СА) (Дак Глоба...,CH,94232,2019-12-13,,"5, 7",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94232&IMG=42/32/94232-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
KAZSEEDS,KZ TM,Active,8,KZ,Частная компания KAZSEEDS Limited (КазСидс Лимитэд),KZ,94231,2019-12-13,VC.05.03,33,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94231&IMG=42/31/94231-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
OPTIMAL,KZ TM,Active,8,KZ,Лузин Виктор Анатольевич,KZ,94225,2019-12-13,,"5, 18, 31, 32, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94225&IMG=42/25/94225-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
INSTAGRAM,KZ TM,Active,8,KZ,"Инстаграм, ЛЛК",,94224,2019-12-13,,38,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94224&IMG=42/24/94224-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Libra,KZ TM,Active,8,KZ,Лузин Виктор Анатольевич,KZ,94223,2019-12-13,,"5, 18, 31, 32, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94223&IMG=42/23/94223-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ЕСТЕСТВЕННЫЙ,KZ TM,Active,8,KZ,"КИМБЕРЛИ-КЛАРК УОРЛДУАЙД, Инк. (US)",,94229,2019-12-13,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94229&IMG=42/29/94229-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ЯГРИЛЬ ТЕРРИТОРИЯ СОЧНЫХ ЦЫПОЧЕК,KZ TM,Active,8,KZ,Гедзюк Юрий Геннадьевич,KZ,94204,2019-12-12,,"37, 41, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94204&IMG=42/04/94204-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Alpine Cat,KZ TM,Active,8,KZ,Абышева Алла Александровна,KZ,94201,2019-12-12,,"33, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94201&IMG=42/01/94201-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
DRAGON,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Компания ОРДА»,KZ,94208,2019-12-12,,"37, 38, 39",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94208&IMG=42/08/94208-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
WINSTON XStyle NEXT GENERATION CIGARETTE FEATURING EXEL BLEND TACTILE FILTER AND FRESH SWIPE TECH,KZ TM,Active,8,KZ,Джапан Тобакко Инк.,JP,94207,2019-12-12,"VC.02.01, VC.02.03, VC.02.05, VC.02.07, VC.03.01, VC.03.02, VC.03.03, VC.03.04, VC.03.05, VC.03.06, VC.03.09, VC.03.11, VC.03.13, VC.03.15, VC.03.17, VC.02.04, VC.02.06, VC.03.08, VC.02.02, VC.03.14, VC.02.11, VC.02.10, VC.03.10, VC.02.09, VC.03.07",36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94207&IMG=42/07/94207-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
QAǴANAT,KZ TM,Active,8,KZ,Индивидуальный предприниматель «Бугимбаева Чинара Чаймардановна»...,KZ,94206,2019-12-12,VC.29.01,"31, 32, 37, 43, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94206&IMG=42/06/94206-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
COPA.KZ,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью«Кубок»,KZ,94205,2019-12-12,,27,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94205&IMG=42/05/94205-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
DIATUB,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Научно-производств...,KZ,94200,2019-12-12,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94200&IMG=42/00/94200-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
V VIVɅMUS,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «AB-Systems»,KZ,94222,2019-12-12,,"32, 37, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94222&IMG=42/22/94222-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Чёрный Монах,KZ TM,Active,8,KZ,"Индивидуальный предприниматель «Круговых», Круговых Иван Владими...",KZ,94221,2019-12-12,,"31, 32, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94221&IMG=42/21/94221-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
TAUMAX,KZ TM,Active,8,KZ,Захарченко Алексей Георгиевич,KZ,94215,2019-12-12,,"5, 7, 10",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94215&IMG=42/15/94215-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Maison Anj,KZ TM,Active,8,KZ,Жумажанова Айжан Жолымбековна,KZ,94214,2019-12-12,,"27, 37, 42",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94214&IMG=42/14/94214-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
DRAGON,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Компания ОРДА»,KZ,94213,2019-12-12,,"37, 38, 39",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94213&IMG=42/13/94213-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
S SUPER ЛОМБАРД,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Фирма S Ломбард Ко...,KZ,94219,2019-12-12,"VC.01.01, VC.01.03, VC.01.05, VC.01.07, VC.01.11, VC.01.13, VC.01.15, VC.01.17, VC.17.01, VC.17.03, VC.17.05, VC.01.09, VC.17.02","16, 37, 38",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94219&IMG=42/19/94219-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
No Verbal Elements,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Компания ОРДА»,KZ,94210,2019-12-12,,"37, 38, 39",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94210&IMG=42/10/94210-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
FLUPREVLI,KZ TM,Active,8,KZ,САНОФИ ПАСТЕР ИНК.,,94185,2019-12-11,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94185&IMG=41/85/94185-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Energy System LLP the right light solutions www.enx.kz,KZ TM,Active,8,KZ,Каюмов Дамир Ирекович,KZ,94194,2019-12-11,"VC.26.01, VC.26.02, VC.26.03, VC.26.05, VC.26.07, VC.26.11, VC.26.13, VC.26.15, VC.26.12, VC.26.08, VC.26.06, VC.26.09, VC.26.04, VC.26.10","8, 11, 13",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94194&IMG=41/94/94194-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
BAGYT DREAM INDUSTRY,KZ TM,Active,8,KZ,Сыздыков Жасулан Муратович,KZ,94193,2019-12-11,VC.26.05,"18, 37, 43",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94193&IMG=41/93/94193-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Виздор ДТ Vizdor DT,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «CORAL-MED KAZAKHST...,KZ,94184,2019-12-11,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94184&IMG=41/84/94184-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Коралфлокс Coralflox,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «CORAL-MED KAZAKHST...,KZ,94183,2019-12-11,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94183&IMG=41/83/94183-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Коралбета Coralbeta,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «CORAL-MED KAZAKHST...,KZ,94182,2019-12-11,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94182&IMG=41/82/94182-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ROMEO,KZ TM,Active,8,KZ,"Индивидуальный предприниматель «Касымгалиев А.А.», Касымгалиев А...",KZ,94189,2019-12-11,,"28, 33, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94189&IMG=41/89/94189-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
BLANCHET,KZ TM,Active,8,KZ,Ханми Интернешнл Корп.,,94188,2019-12-11,,5,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94188&IMG=41/88/94188-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
АПОЛЛОН МУЖСКАЯ ОДЕЖДА,KZ TM,Active,8,KZ,Индивидуальный предприниматель Агекян Галина Александровна,KZ,94187,2019-12-11,,37,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94187&IMG=41/87/94187-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
MAMOOR HAN,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Компания «САЛАМАТ»,KZ,94180,2019-12-11,VC.26.11,"32, 33, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94180&IMG=41/80/94180-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
CARER Solutions in renewable energy,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Central Asian Rene...,KZ,94168,2019-12-10,,"37, 38, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94168&IMG=41/68/94168-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
UE UNIVERSAL ENERGY,KZ TM,Active,8,KZ,"Юниверсал Энерджи Ко., (CN)",CN,94179,2019-12-10,,"6, 41, 42, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94179&IMG=41/79/94179-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
DIROL,KZ TM,Active,8,KZ,Крафт Фудс Данмарк Интеллекчуал Проперти АпС,DK,94174,2019-12-10,,32,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94174&IMG=41/74/94174-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
PREVQUOIA,KZ TM,Active,8,KZ,САНОФИ ПАСТЕР ИНК.,,94173,2019-12-10,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94173&IMG=41/73/94173-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
